0,13
1,37
2,38
3,0
4,30
5,31
6,25
7,0
8,0
9,22
10,16
11,34
12,3
13,27
14,12
15,15
16,27
17,15
18,26
19,5
20,8
21,1
22,30
23,27
24,9
25,1
26,27
27,23
28,15
29,0
30,16
31,38
32,30
33,14
34,31
35,32
36,14
37,24
38,31
39,29
40,0
41,28
42,25
43,24
44,27
45,2
46,39
47,14
48,39
49,25
50,0
51,19
52,33
53,26
54,9
55,26
56,12
57,5
58,6
59,22
60,25
61,31
62,29
63,17
64,13
65,13
66,11
67,32
68,17
69,31
70,0
71,18
72,15
73,28
74,22
75,28
76,0
77,37
78,15
79,18
80,18
81,9
82,28
83,11
84,39
85,29
86,2
87,26
88,25
89,13
90,6
91,12
92,1
93,36
94,33
95,19
96,6
97,4
98,15
99,30
100,27
101,2
102,10
103,2
104,34
105,25
106,35
107,34
108,20
109,25
110,0
111,22
112,18
113,20
114,9
115,35
116,30
117,21
118,5
119,23
120,10
121,13
122,34
123,23
124,2
125,27
126,1
127,31
128,14
129,31
130,15
131,5
132,23
133,20
134,31
135,34
136,19
137,0
138,29
139,6
140,36
141,9
142,7
143,39
144,18
145,13
146,28
147,21
148,1
149,30
150,30
151,22
152,29
153,24
154,11
155,1
156,26
157,16
158,15
159,9
160,16
161,27
162,30
163,0
164,35
165,9
166,5
167,29
168,0
169,12
170,32
171,27
172,12
173,0
174,22
175,32
176,7
177,25
178,0
179,39
180,5
181,28
182,33
183,34
184,29
185,35
186,8
187,7
188,27
189,8
190,24
191,30
192,8
193,28
194,24
195,4
196,25
197,29
198,14
199,15
200,37
201,2
202,15
203,31
204,23
205,37
206,26
207,29
208,4
209,4
210,2
211,11
212,30
213,19
214,10
215,15
216,23
217,25
218,3
219,5
220,34
221,5
222,0
223,25
224,26
225,14
226,35
227,22
228,38
229,28
230,24
231,21
232,4
233,14
234,39
235,5
236,27
237,1
238,7
239,27
240,5
241,33
242,22
243,30
244,24
245,23
246,21
247,34
248,22
249,31
250,0
251,32
252,26
253,5
254,3
255,38
256,35
257,12
258,8
259,0
260,30
261,2
262,38
263,34
264,11
265,12
266,19
267,0
268,34
269,9
270,17
271,37
272,6
273,13
274,23
275,4
276,39
277,21
278,22
279,15
280,6
281,33
282,36
283,17
284,9
285,35
286,38
287,34
288,38
289,11
290,5
291,15
292,4
293,36
294,19
295,35
296,21
297,31
298,8
299,14
300,0
301,10
302,29
303,23
304,20
305,28
306,9
307,33
308,30
309,39
310,17
311,8
312,19
313,11
314,26
315,39
316,1
317,11
318,27
319,24
320,31
321,38
322,14
323,31
324,14
325,5
326,37
327,35
328,7
329,12
330,33
331,17
332,27
333,6
334,29
335,30
336,26
337,9
338,9
339,1
340,11
341,3
342,11
343,20
344,18
345,24
346,39
347,21
348,23
349,33
350,23
351,29
352,3
353,27
354,14
355,12
356,14
357,17
358,7
359,14
360,36
361,6
362,3
363,6
364,6
365,11
366,14
367,14
368,20
369,17
370,35
371,16
372,0
373,4
374,30
375,28
376,21
377,21
378,31
379,23
380,15
381,26
382,7
383,4
384,5
385,11
386,34
387,1
388,25
389,20
390,36
391,1
392,24
393,26
394,9
395,33
396,36
397,36
398,37
399,10
400,22
401,32
402,10
403,10
404,17
405,30
406,23
407,22
408,19
409,5
410,37
411,24
412,21
413,8
414,29
415,9
416,1
417,21
418,37
419,36
420,18
421,26
422,10
423,23
424,15
425,20
426,24
427,6
428,2
429,37
430,28
431,22
432,37
433,17
434,18
435,34
436,12
437,6
438,10
439,22
440,5
441,21
442,22
443,38
444,12
445,9
446,31
447,9
448,19
449,11
450,28
451,8
452,31
453,23
454,4
455,29
456,38
457,31
458,3
459,1
460,20
461,26
462,17
463,14
464,12
465,25
466,8
467,38
468,19
469,14
470,12
471,6
472,33
473,9
474,29
475,27
476,25
477,16
478,7
479,31
480,8
481,18
482,19
483,0
484,26
485,0
486,22
487,30
488,23
489,32
490,15
491,14
492,13
493,24
494,22
495,15
496,23
497,20
498,32
499,8
500,27
501,20
502,31
503,29
504,10
505,12
506,14
507,20
508,0
509,17
510,35
511,24
512,19
513,29
514,5
515,2
516,8
517,24
518,28
519,6
520,25
521,11
522,15
523,1
524,10
525,1
526,33
527,37
528,3
529,13
530,37
531,38
532,0
533,18
534,25
535,20
536,28
537,19
538,7
539,6
540,13
541,8
542,21
543,23
544,8
545,1
546,22
547,0
548,29
549,18
550,26
551,26
552,5
553,11
554,32
555,38
556,24
557,19
558,12
559,2
560,27
561,9
562,12
563,26
564,38
565,30
566,36
567,1
568,12
569,10
570,1
571,3
572,3
573,17
574,11
575,33
576,28
577,2
578,35
579,7
580,36
581,12
582,4
583,29
584,1
585,22
586,38
587,32
588,32
589,25
590,37
591,5
592,27
593,19
594,0
595,9
596,32
597,35
598,13
599,8
600,20
601,20
602,2
603,24
604,16
605,17
606,15
607,1
608,1
609,35
610,24
611,11
612,19
613,2
614,30
615,12
616,8
617,13
618,20
619,5
620,1
621,7
622,14
623,15
624,23
625,9
626,14
627,39
628,12
629,14
630,17
631,4
632,27
633,30
634,22
635,33
636,6
637,34
638,7
639,35
640,5
641,33
642,24
643,16
644,28
645,22
646,12
647,10
648,38
649,31
650,22
651,31
652,14
653,9
654,5
655,30
656,12
657,29
658,9
659,8
660,12
661,17
662,2
663,25
664,10
665,20
666,25
667,10
668,9
669,34
670,29
671,12
672,20
673,16
674,31
675,2
676,4
677,37
678,34
679,27
680,31
681,14
682,33
683,35
684,2
685,4
686,13
687,14
688,37
689,35
690,38
691,32
692,37
693,1
694,22
695,27
696,23
697,33
698,21
699,14
700,15
701,4
702,39
703,23
704,0
705,28
706,18
707,29
708,30
709,20
710,28
711,12
712,8
713,14
714,25
715,21
716,10
717,34
718,17
719,10
720,14
721,0
722,8
723,11
724,2
725,27
726,24
727,24
728,5
729,18
730,33
731,11
732,26
733,20
734,32
735,8
736,31
737,8
738,13
739,5
740,16
741,14
742,6
743,16
744,12
745,5
746,33
747,1
748,10
749,17
750,15
751,6
752,12
753,16
754,20
755,5
756,0
757,18
758,35
759,9
760,0
761,27
762,15
763,35
764,0
765,31
766,28
767,12
