0
1,11024
2,11024
3,25626
4,45904
5,14143
6,42964
7,49482
8,14143
9,11562
10,11588
11,25144
12,31959
13,10303
14,13139
15,17518
16,37226,17518
17,46689
18,11866
19,39823
20,37653
21,12717
22,37226,17518
23,18585
24,31419
25,31814
26,36101,46000
27,26228
28,46689
29,37230,46689
30,46689
31,46689
32,17518
33,13352
34,17518
35,17518
36,46689
37,43977
38,2059
39,227
40,45030
41,720
42,35522
43,4541
44,33449
45,33449
46,13169
47,46689
48,21358
49,27167
50,21209
51,33455
52,3299
53,37226,17518
54,15880
55,13783
56,33449
57,39257
58,3713
59,39823
60,43990
61,28398
62,45814
63,4179
64,32988
65,21209
66,37226,46689
67,11587,33437
68,46689
69,33496
70,31419
71,11866
72,32242
73,32988
74,49888
75,7477
76,7477
77,32988
78,282
79,17518
80,33449
81,43980
82,35763
83,25272
84,37226,17518
85,43990
86,39823
87,38759
88,28837
89,11865
90,38759
91,36199
92,41091
93,2019
94,43977
95,33496
96,41091
97,28837
98,29002
99,97
100,15047
101,33496
102,48321
103,27519
104,3713
105,41190
106,23038
107,21564
108,23039
109,46106
110,623
111,27801
112,628
113,18769
114,35968
115,40622
116,16807
117,46536
118,18960
119,19295
120,19651
121,24106
122,24106
123,24106
124,22290
125,35359
126,41982
127,33797
128,49201
129,10740
130,31275
131,31589
132,32739
133,34322
134,31275
135,24106
136,46971
137,49186
138,16471
139,27554
140,8574
141,26503
142,26508
143,46410
144,33487
145,10747
146,17672
147,34034
148,27178
149,36553
150,17518
151,25216
152,46689
153,43990
154,7815
155,7815
156,29399
157,6274
158,49693
159,17307
160,39823
161,45894
162,29399
163,17518
164,4179
165,39323
166,17518
167,37226,17518
168,6405
169,39823
170,363,8571
171,277
172,29745
173,42069
174,11865
175,16984
176,29399
177,363
178,184
179,35775
180,38759
181,24831
182,19417
183,39281
184,277
185,15082
186,36494
187,823
188,3009
189,46689
190,43980
191,37090
192,37090
193,21564
194,10324
195,37687
196,1628
197,11866,35045
198,3689,2898
199,17518
200,36918,5347
