0,21
1,22
2,6
3,2
4,27
5,2
6,15
7,28
8,19
9,36
10,13
11,21
12,12
13,15
14,15
15,31
16,12
17,6
18,14
19,19
20,39
21,12
22,16
23,30
24,28
25,33
26,32
27,8
28,6
29,18
30,31
31,11
32,23
33,4
34,12
35,4
36,24
37,20
38,7
39,1
40,6
41,38
42,27
43,7
44,31
45,16
46,9
47,38
48,34
49,34
50,1
51,19
52,37
53,12
54,4
55,3
56,31
57,20
58,29
59,7
60,37
61,10
62,13
63,16
64,34
65,2
66,22
67,8
68,8
69,38
70,7
71,3
72,35
73,13
74,6
75,24
76,12
77,36
78,13
79,0
80,36
81,23
82,19
83,9
84,14
85,21
86,26
87,23
88,15
89,13
90,17
91,8
92,17
93,0
94,7
95,10
96,3
97,28
98,32
99,12
100,28
101,26
102,37
103,6
104,14
105,30
106,35
107,13
108,24
109,1
110,38
111,23
112,20
113,36
114,23
115,39
116,15
117,34
118,0
119,30
120,22
121,26
122,32
123,30
124,6
125,24
126,9
127,4
128,12
129,31
130,15
131,26
132,19
133,6
134,27
135,22
136,11
137,28
138,38
139,2
140,23
141,9
142,9
143,16
144,39
145,18
146,9
147,34
148,4
149,0
150,16
151,4
152,34
153,14
154,30
155,7
156,31
157,22
158,39
159,2
160,18
161,31
162,21
163,7
164,39
165,12
166,38
167,15
168,30
169,4
170,17
171,19
172,19
173,17
174,10
175,24
176,33
177,23
178,21
179,22
180,8
181,20
182,7
183,29
184,30
185,22
186,16
187,36
188,17
189,13
190,12
191,16
192,33
193,30
194,24
195,14
196,4
197,25
198,10
199,13
200,36
201,33
202,2
203,19
204,19
205,37
206,37
207,18
208,22
209,7
210,8
211,6
212,7
213,24
214,9
215,22
216,29
217,13
218,8
219,4
220,15
221,3
222,13
223,19
224,5
225,19
226,36
227,4
228,23
229,17
230,3
231,13
232,15
233,15
234,36
235,31
236,9
237,1
238,37
239,26
240,11
241,5
242,29
243,15
244,15
245,33
246,17
247,25
248,5
249,16
250,5
251,17
252,37
253,10
254,14
255,21
256,3
257,23
258,3
259,13
260,27
261,32
262,28
263,33
264,4
265,35
266,35
267,18
268,17
269,17
270,31
271,20
272,2
273,37
274,8
275,4
276,9
277,3
278,37
279,28
280,33
281,10
282,8
283,8
284,17
285,31
286,35
287,12
288,5
289,24
290,3
291,28
292,21
293,10
294,18
295,39
296,23
297,32
298,12
299,25
300,32
301,33
302,16
303,4
304,24
305,3
306,14
307,10
308,12
309,18
310,15
311,26
312,12
313,39
314,31
315,12
316,36
317,31
318,15
319,19
320,24
321,25
322,39
323,30
324,33
325,19
326,9
327,2
328,28
329,34
330,10
331,16
332,10
333,12
334,1
335,14
336,10
337,21
338,17
339,13
340,25
341,9
342,4
343,31
344,20
345,28
346,13
347,26
348,21
349,12
350,15
351,14
352,17
353,23
354,36
355,39
356,2
357,23
358,13
359,38
360,0
361,6
362,1
363,2
364,2
365,16
366,1
367,23
368,18
369,28
370,31
371,33
372,7
373,14
374,15
375,31
376,12
377,20
378,30
379,14
380,13
381,3
382,15
383,9
384,34
385,21
386,5
387,2
388,4
389,17
390,2
391,0
392,29
393,8
394,5
395,20
396,36
397,23
398,34
399,34
400,6
401,38
402,36
403,17
404,32
405,28
406,30
407,38
408,24
409,36
410,23
411,4
412,11
413,8
414,35
415,0
416,33
417,8
418,38
419,12
420,13
421,31
422,35
423,34
424,16
425,27
426,35
427,26
428,21
429,39
430,25
431,10
432,16
433,38
434,27
435,10
436,32
437,22
438,11
439,9
440,3
441,15
442,19
443,39
444,9
445,23
446,6
447,31
448,0
449,35
450,3
451,0
452,38
453,11
454,29
455,10
456,38
457,19
458,30
459,24
460,33
461,10
462,18
463,37
464,22
465,17
466,23
467,31
468,28
469,33
470,19
471,19
472,3
473,17
474,6
475,27
476,35
477,3
478,6
479,35
480,21
481,18
482,33
483,12
484,21
485,35
486,4
487,26
488,25
489,20
490,26
491,33
492,3
493,37
494,9
495,7
496,26
497,18
498,15
499,29
